date;department;category;region;budget_amount;actual_amount;payment_method;transaction_id
10/7/2022;IT;Training;East;10389;79108;Cash;TXN106197
22/2/2021;Operations;Training;East;147008;51054;Cash;TXN106496
9/4/2021;HR;Training;East;49577;44507;Cash;TXN106774
9/6/2023;Finance;Training;East;42794;168732;Cash;TXN106840
12/2/2021;HR;Training;East;43875;41794;Cash;TXN107239
11/1/2022;Sales;Training;East;32794;139078;Cash;TXN107421
9/9/2022;HR;Training;East;48983;107962;Cash;TXN107466
4/9/2021;Finance;Training;East;139770;115245;Cash;TXN107754
15/5/2023;HR;Training;East;102928;79251;Cash;TXN107917
19/9/2023;Sales;Training;East;122141;103209;Cash;TXN107925
7/4/2021;Operations;Training;East;29423;16460;Cash;TXN108035
3/11/2021;Operations;Training;East;16224;14310;Cash;TXN108364
5/2/2021;Marketing;Training;East;71079;141646;Cash;TXN108393
26/10/2021;IT;Training;East;126583;114270;Cash;TXN108450
1/7/2022;Marketing;Training;East;115347;65407;Cash;TXN108715
13/9/2021;Operations;Training;East;13387;76701;Cash;TXN108730
5/2/2023;IT;Training;East;26025;85797;Cash;TXN108731
27/7/2021;IT;Training;East;115346;36874;Cash;TXN108945
22/7/2023;HR;Training;East;84424;95259;Cash;TXN109416
2/4/2023;Marketing;Training;East;82542;142267;Cash;TXN109538
6/12/2022;Sales;Training;East;110026;156883;Cash;TXN109653
10/3/2021;Sales;Training;East;140321;80191;Cash;TXN109890
25/4/2021;Marketing;Training;East;36820;155800;Cash;TXN109987
7/6/2021;HR;Infrastructure;East;136934;8958;Cash;TXN100241
30/8/2023;IT;Infrastructure;East;43755;41434;Cash;TXN100501
21/4/2022;IT;Infrastructure;East;50856;70766;Cash;TXN100548
20/2/2021;Finance;Infrastructure;East;34509;125877;Cash;TXN100852
23/10/2022;Finance;Infrastructure;East;21187;106635;Cash;TXN100863
11/7/2023;Finance;Infrastructure;East;98353;53241;Cash;TXN101013
7/12/2023;IT;Infrastructure;East;53413;42424;Cash;TXN101166
2/9/2023;Operations;Infrastructure;East;140268;66477;Cash;TXN101191
22/11/2022;IT;Infrastructure;East;144249;66385;Cash;TXN101509
27/3/2021;IT;Infrastructure;East;88598;149080;Cash;TXN101532
2/12/2021;IT;Infrastructure;East;18267;36338;Cash;TXN101603
18/11/2022;Sales;Infrastructure;East;58637;88179;Cash;TXN101661
15/9/2023;HR;Infrastructure;East;17676;78471;Cash;TXN101669
10/5/2021;Finance;Infrastructure;East;117941;48193;Cash;TXN101777
12/5/2022;Finance;Infrastructure;East;134679;99263;Cash;TXN101974
10/6/2022;IT;Infrastructure;East;49021;128161;Cash;TXN102059
5/9/2021;IT;Infrastructure;East;132184;128149;Cash;TXN102321
7/11/2022;Finance;Infrastructure;East;42945;32782;Cash;TXN102376
13/7/2021;Operations;Infrastructure;East;135182;76172;Cash;TXN102434
18/2/2023;HR;Infrastructure;East;125318;156593;Cash;TXN102473
14/5/2023;IT;Infrastructure;East;108829;38295;Cash;TXN102636
11/1/2023;IT;Infrastructure;East;124383;168243;Cash;TXN102800
15/2/2023;HR;Infrastructure;East;111437;50718;Cash;TXN102809
1/10/2021;IT;Infrastructure;East;20466;143480;Cash;TXN102810
14/7/2021;IT;Infrastructure;East;116860;30617;Cash;TXN102874
1/12/2022;IT;Infrastructure;East;106200;165487;Cash;TXN103018
9/6/2022;Finance;Infrastructure;East;38807;110037;Cash;TXN103144
9/11/2021;HR;Infrastructure;East;102151;74855;Cash;TXN103152
29/3/2021;Sales;Infrastructure;East;87781;14038;Cash;TXN103327
1/9/2023;IT;Infrastructure;East;75228;100965;Cash;TXN103405
29/5/2022;Marketing;Infrastructure;East;91210;139918;Cash;TXN103550
26/7/2021;Finance;Infrastructure;East;124996;139493;Cash;TXN103677
26/6/2021;Finance;Infrastructure;East;128236;30235;Cash;TXN103922
16/6/2023;Marketing;Infrastructure;East;40657;64909;Cash;TXN103930
27/7/2022;Operations;Infrastructure;East;25665;144526;Cash;TXN104004
13/10/2023;Sales;Infrastructure;East;138738;117790;Cash;TXN104059
18/5/2022;Sales;Infrastructure;East;132514;30091;Cash;TXN104188
14/10/2022;Finance;Infrastructure;East;130921;55030;Cash;TXN104477
14/12/2021;HR;Infrastructure;East;97485;14319;Cash;TXN104502
4/11/2022;Sales;Infrastructure;East;133769;32121;Cash;TXN104526
20/3/2022;IT;Infrastructure;East;75549;20594;Cash;TXN105146
1/9/2022;IT;Infrastructure;East;63696;29209;Cash;TXN105160
4/7/2023;HR;Infrastructure;East;10480;118170;Cash;TXN105408
8/9/2022;HR;Infrastructure;East;122602;10134;Cash;TXN105472
4/9/2021;HR;Infrastructure;East;143685;168893;Cash;TXN105550
19/4/2022;Operations;Infrastructure;East;71033;64948;Cash;TXN105558
24/2/2021;Operations;Infrastructure;East;29871;140416;Cash;TXN105598
14/12/2022;Operations;Infrastructure;East;38860;111425;Cash;TXN105716
19/12/2022;HR;Infrastructure;East;39103;92930;Cash;TXN105728
14/3/2023;Marketing;Infrastructure;East;93943;54541;Cash;TXN105786
16/9/2021;IT;Infrastructure;East;138298;101441;Cash;TXN105943
20/6/2022;Operations;Infrastructure;East;135017;144774;Cash;TXN106014
25/6/2022;Sales;Infrastructure;East;25542;25943;Cash;TXN106096
5/7/2022;Marketing;Infrastructure;East;68561;55342;Cash;TXN106239
12/12/2023;IT;Infrastructure;East;126552;118481;Cash;TXN106264
20/9/2023;Finance;Infrastructure;East;79133;49388;Cash;TXN106596
16/3/2023;Sales;Infrastructure;East;135815;98864;Cash;TXN106921
17/2/2022;Marketing;Infrastructure;East;116813;155821;Cash;TXN106975
18/2/2023;HR;Infrastructure;East;15126;145089;Cash;TXN107034
16/11/2021;HR;Infrastructure;East;57434;165268;Cash;TXN107165
29/9/2021;IT;Infrastructure;East;109437;129988;Cash;TXN107403
20/11/2021;IT;Infrastructure;East;31426;8421;Cash;TXN107490
29/11/2023;Marketing;Infrastructure;East;54055;119345;Cash;TXN107949
19/10/2021;Operations;Infrastructure;East;130526;163182;Cash;TXN108562
8/5/2023;Sales;Infrastructure;East;49218;64356;Cash;TXN108587
14/11/2021;HR;Infrastructure;East;43510;61228;Cash;TXN108632
11/6/2023;IT;Infrastructure;East;60296;96519;Cash;TXN108665
24/2/2023;HR;Infrastructure;East;46212;78180;Cash;TXN108772
4/9/2021;Operations;Infrastructure;East;26484;103354;Cash;TXN108838
10/1/2023;IT;Infrastructure;East;148589;9816;Cash;TXN108906
26/7/2023;HR;Infrastructure;East;69924;134821;Cash;TXN108935
14/12/2021;Operations;Infrastructure;East;60809;149949;Cash;TXN108958
7/1/2023;IT;Infrastructure;East;84045;39359;Cash;TXN108963
8/11/2023;Sales;Infrastructure;East;42915;80119;Cash;TXN108991
17/10/2023;Sales;Infrastructure;East;17484;18810;Cash;TXN109004
3/7/2022;Marketing;Infrastructure;East;45076;13817;Cash;TXN109053
8/6/2023;Sales;Infrastructure;East;149786;78378;Cash;TXN109287
28/12/2021;IT;Infrastructure;East;71891;154219;Cash;TXN109442
24/8/2021;Sales;Infrastructure;East;112202;102868;Cash;TXN109501
15/5/2023;Sales;Infrastructure;East;23055;33205;Cash;TXN109579
19/8/2023;IT;Infrastructure;East;123747;93607;Cash;TXN109697
7/8/2022;Finance;Infrastructure;East;86396;28312;Cash;TXN109900
14/12/2023;Marketing;Travel;East;114693;130779;Cash;TXN100298
29/3/2022;IT;Travel;East;86248;132779;Cash;TXN100348
9/7/2023;IT;Travel;East;103305;37658;Cash;TXN100400
14/3/2022;IT;Travel;East;118454;126307;Cash;TXN100569
11/9/2023;Sales;Travel;East;95862;154234;Cash;TXN100608
24/7/2021;Operations;Travel;East;116446;34841;Cash;TXN100612
30/6/2022;HR;Travel;East;145777;59755;Cash;TXN100639
6/1/2021;HR;Travel;East;69888;133044;Cash;TXN100717
25/5/2021;Marketing;Travel;East;148527;143662;Cash;TXN100788
20/4/2022;IT;Travel;East;66572;65512;Cash;TXN100874
15/7/2022;HR;Travel;East;29476;65355;Cash;TXN100900
5/3/2022;Operations;Travel;East;39224;146964;Cash;TXN100910
17/2/2023;HR;Travel;East;105120;47499;Cash;TXN101073
2/4/2021;Marketing;Travel;East;121672;113315;Cash;TXN101211
5/6/2023;IT;Travel;East;61734;117938;Cash;TXN101263
22/1/2021;Sales;Travel;East;135526;35544;Cash;TXN101265
29/7/2021;Finance;Travel;East;29498;106725;Cash;TXN101267
28/12/2022;Sales;Travel;East;67613;37081;Cash;TXN101709
1/4/2022;Marketing;Travel;East;69566;152406;Cash;TXN101740
10/7/2023;HR;Travel;East;113073;169161;Cash;TXN101935
20/6/2022;Sales;Travel;East;26544;165967;Cash;TXN102043
21/7/2021;Sales;Travel;East;22198;109927;Cash;TXN102049
17/12/2023;IT;Travel;East;73295;64092;Cash;TXN102053
18/5/2023;Marketing;Travel;East;105285;12667;Cash;TXN102078
22/4/2023;Finance;Travel;East;129788;57373;Cash;TXN102192
30/3/2022;IT;Travel;East;16938;13543;Cash;TXN102324
10/7/2021;Finance;Travel;East;30146;91724;Cash;TXN102331
16/5/2022;Operations;Travel;East;114775;20894;Cash;TXN102351
24/3/2021;HR;Travel;East;37682;9282;Cash;TXN102362
31/7/2023;Sales;Travel;East;129340;126164;Cash;TXN102698
15/1/2023;Finance;Travel;East;15765;126288;Cash;TXN102849
16/10/2023;Finance;Travel;East;126801;95878;Cash;TXN103200
31/5/2023;HR;Travel;East;33874;155968;Cash;TXN103244
13/4/2023;Marketing;Travel;East;117787;56617;Cash;TXN103296
20/2/2023;Finance;Travel;East;69000;56159;Cash;TXN103609
13/10/2022;IT;Travel;East;99083;43573;Cash;TXN103641
12/1/2023;HR;Travel;East;73903;102827;Cash;TXN103687
19/1/2023;Marketing;Travel;East;28055;85942;Cash;TXN103947
21/4/2023;Finance;Travel;East;17817;157104;Cash;TXN104269
8/9/2022;Marketing;Travel;East;33199;154895;Cash;TXN104399
28/10/2022;IT;Travel;East;72662;157487;Cash;TXN104462
23/8/2022;Finance;Travel;East;35191;13801;Cash;TXN104479
31/12/2022;Finance;Travel;East;63142;124734;Cash;TXN104534
26/12/2023;IT;Travel;East;69072;134009;Cash;TXN104554
14/6/2022;Marketing;Travel;East;107439;15452;Cash;TXN104972
1/10/2021;Operations;Travel;East;76386;168958;Cash;TXN105179
5/10/2021;Finance;Travel;East;128163;142343;Cash;TXN105263
1/7/2021;Operations;Travel;East;144120;28227;Cash;TXN105507
6/6/2022;IT;Travel;East;26000;8654;Cash;TXN105509
19/11/2022;Operations;Travel;East;148361;132321;Cash;TXN105784
3/10/2023;Marketing;Travel;East;93169;73540;Cash;TXN105934
6/4/2022;Marketing;Travel;East;26693;76116;Cash;TXN106133
10/9/2021;Finance;Travel;East;82626;27056;Cash;TXN106153
15/9/2023;Marketing;Travel;East;17184;146679;Cash;TXN106249
7/2/2021;HR;Travel;East;120324;116781;Cash;TXN106362
30/3/2023;Sales;Travel;East;76461;153556;Cash;TXN106368
16/1/2021;Marketing;Travel;East;58201;54418;Cash;TXN106451
10/5/2023;Sales;Travel;East;116940;147908;Cash;TXN106497
25/6/2022;Operations;Travel;East;39088;12755;Cash;TXN106510
22/5/2023;Finance;Travel;East;25271;104550;Cash;TXN106618
31/3/2021;Operations;Travel;East;134009;100064;Cash;TXN106744
28/8/2022;Finance;Travel;East;53226;44248;Cash;TXN106953
17/11/2021;IT;Travel;East;133571;16840;Cash;TXN107019
23/5/2023;IT;Travel;East;16073;91705;Cash;TXN107023
30/9/2022;Finance;Travel;East;50582;60717;Cash;TXN107127
27/7/2021;Marketing;Travel;East;95021;116387;Cash;TXN107655
14/7/2021;Finance;Travel;East;147843;137615;Cash;TXN107813
12/8/2022;Operations;Travel;East;131933;113136;Cash;TXN107921
20/7/2022;Sales;Travel;East;30885;37443;Cash;TXN107950
22/7/2021;Operations;Travel;East;141002;78290;Cash;TXN107977
11/5/2022;Marketing;Travel;East;96330;97128;Cash;TXN108036
14/4/2021;HR;Travel;East;137395;68748;Cash;TXN108162
14/6/2021;IT;Travel;East;63478;18777;Cash;TXN108173
24/2/2022;Marketing;Travel;East;61316;127233;Cash;TXN108207
28/3/2021;Sales;Travel;East;55219;121432;Cash;TXN108230
15/10/2023;Operations;Travel;East;111552;155818;Cash;TXN108589
28/2/2021;Sales;Travel;East;92423;12344;Cash;TXN108719
20/5/2021;IT;Travel;East;50668;132038;Cash;TXN108789
13/12/2021;Sales;Travel;East;74627;72666;Cash;TXN108812
16/9/2021;Sales;Travel;East;66109;152977;Cash;TXN109027
13/7/2022;Finance;Travel;East;17224;79194;Cash;TXN109316
13/1/2021;HR;Travel;East;82248;127077;Cash;TXN109483
6/3/2022;Marketing;Travel;East;42720;121455;Cash;TXN109504
3/12/2022;Sales;Travel;East;21110;154933;Cash;TXN109902
14/9/2022;HR;Travel;East;56002;69778;Cash;TXN109936
5/9/2021;Finance;Travel;East;99875;65338;Cash;TXN109998
7/7/2021;Marketing;Utilities;East;39527;37621;Cash;TXN100069
3/10/2022;Sales;Utilities;East;66788;118864;Cash;TXN100178
9/1/2021;Marketing;Utilities;East;119528;22104;Cash;TXN100193
14/8/2021;Marketing;Utilities;East;95240;120962;Cash;TXN100229
27/5/2022;HR;Utilities;East;12120;70577;Cash;TXN100282
15/3/2023;Finance;Utilities;East;108373;33363;Cash;TXN100652
13/4/2023;Marketing;Utilities;East;144924;96563;Cash;TXN100931
2/9/2021;IT;Utilities;East;34365;66053;Cash;TXN101124
15/9/2023;Sales;Utilities;East;59698;141076;Cash;TXN101183
18/2/2023;IT;Utilities;East;37883;154610;Cash;TXN101349
11/8/2022;Finance;Utilities;East;104188;77797;Cash;TXN101352
31/8/2022;Sales;Utilities;East;52105;10139;Cash;TXN101435
29/7/2023;Marketing;Utilities;East;29744;107379;Cash;TXN101453
10/6/2023;IT;Utilities;East;74899;42508;Cash;TXN101469
25/10/2021;Sales;Utilities;East;92036;153098;Cash;TXN101632
2/4/2021;Marketing;Utilities;East;57740;95975;Cash;TXN101801
13/3/2023;Operations;Utilities;East;48907;89818;Cash;TXN101897
11/4/2021;Sales;Utilities;East;113964;101446;Cash;TXN101910
18/6/2022;Sales;Utilities;East;22953;89892;Cash;TXN101990
11/4/2023;Operations;Utilities;East;18330;114594;Cash;TXN102085
22/4/2023;Finance;Utilities;East;126575;44615;Cash;TXN102187
8/4/2023;Sales;Utilities;East;24497;131444;Cash;TXN102247
29/9/2021;HR;Utilities;East;126363;12970;Cash;TXN102317
25/4/2022;Finance;Utilities;East;41856;49054;Cash;TXN102409
15/9/2022;IT;Utilities;East;37763;136239;Cash;TXN102861
29/7/2021;Finance;Utilities;East;109675;102543;Cash;TXN102920
3/6/2021;HR;Utilities;East;124266;128371;Cash;TXN102944
7/7/2022;Finance;Utilities;East;75285;23573;Cash;TXN103032
31/7/2021;Operations;Utilities;East;25950;151646;Cash;TXN103062
26/4/2023;Sales;Utilities;East;62994;81532;Cash;TXN103168
22/1/2021;Finance;Utilities;East;28898;97975;Cash;TXN103207
10/4/2022;Operations;Utilities;East;12325;71041;Cash;TXN103378
28/2/2021;IT;Utilities;East;91274;16217;Cash;TXN103501
6/7/2023;IT;Utilities;East;80029;78068;Cash;TXN103613
3/4/2022;Sales;Utilities;East;60012;79626;Cash;TXN103660
8/6/2023;Operations;Utilities;East;72594;153605;Cash;TXN103986
24/4/2023;IT;Utilities;East;93093;156934;Cash;TXN104191
13/3/2021;Sales;Utilities;East;126707;77193;Cash;TXN104216
21/8/2023;Finance;Utilities;East;127984;166502;Cash;TXN104504
1/3/2022;Operations;Utilities;East;45618;105786;Cash;TXN105037
6/12/2023;Finance;Utilities;East;132647;96665;Cash;TXN105215
25/1/2021;Marketing;Utilities;East;121009;46148;Cash;TXN105373
18/11/2022;Operations;Utilities;East;91968;49635;Cash;TXN105387
19/8/2022;Marketing;Utilities;East;121720;122236;Cash;TXN105390
13/4/2023;Marketing;Utilities;East;84144;93211;Cash;TXN105413
27/5/2021;IT;Utilities;East;148677;155759;Cash;TXN105617
9/9/2021;HR;Utilities;East;23356;83816;Cash;TXN105691
3/4/2023;Marketing;Utilities;East;100334;28099;Cash;TXN106023
7/1/2021;HR;Utilities;East;112900;146036;Cash;TXN106047
24/4/2022;IT;Utilities;East;88779;157452;Cash;TXN106082
20/3/2023;Marketing;Utilities;East;52245;89845;Cash;TXN106164
26/1/2021;HR;Utilities;East;104843;90383;Cash;TXN106181
12/2/2023;Operations;Utilities;East;117101;38299;Cash;TXN106207
30/7/2021;HR;Utilities;East;109610;28146;Cash;TXN106211
16/4/2021;IT;Utilities;East;121452;19021;Cash;TXN106247
31/1/2023;Operations;Utilities;East;31798;165407;Cash;TXN106316
17/7/2021;Operations;Utilities;East;90633;101784;Cash;TXN106320
21/10/2023;IT;Utilities;East;84090;40681;Cash;TXN106417
24/7/2023;Marketing;Utilities;East;136160;86245;Cash;TXN106529
27/9/2023;Marketing;Utilities;East;87159;52319;Cash;TXN106580
16/10/2023;Operations;Utilities;East;103353;147639;Cash;TXN106734
16/8/2021;IT;Utilities;East;20134;123831;Cash;TXN106970
22/4/2022;Marketing;Utilities;East;36513;11053;Cash;TXN107266
24/10/2022;Marketing;Utilities;East;24134;152669;Cash;TXN107395
19/3/2022;IT;Utilities;East;109299;103454;Cash;TXN107463
14/8/2021;HR;Utilities;East;82441;123412;Cash;TXN107704
3/11/2022;Operations;Utilities;East;63227;121026;Cash;TXN107734
23/10/2023;Sales;Utilities;East;63653;41742;Cash;TXN107741
6/4/2022;Operations;Utilities;East;132785;108216;Cash;TXN107803
28/3/2022;Marketing;Utilities;East;121404;51070;Cash;TXN107893
21/9/2023;Sales;Utilities;East;62916;47242;Cash;TXN107927
8/11/2021;Sales;Utilities;East;109943;74213;Cash;TXN107936
5/1/2023;HR;Utilities;East;88488;145472;Cash;TXN108005
7/2/2023;IT;Utilities;East;49842;163464;Cash;TXN108101
15/6/2021;Sales;Utilities;East;86798;26784;Cash;TXN108342
12/6/2021;HR;Utilities;East;97704;84473;Cash;TXN108356
23/10/2022;HR;Utilities;East;110003;151746;Cash;TXN108470
15/3/2021;Finance;Utilities;East;27354;118253;Cash;TXN108574
9/4/2022;Operations;Utilities;East;39215;125234;Cash;TXN108684
24/12/2022;Marketing;Utilities;East;12825;165098;Cash;TXN108706
30/6/2021;HR;Utilities;East;135836;147953;Cash;TXN108857
2/4/2021;HR;Utilities;East;146695;161812;Cash;TXN108897
1/5/2022;Sales;Utilities;East;21659;89633;Cash;TXN109077
31/3/2021;Operations;Utilities;East;97747;14551;Cash;TXN109184
3/11/2023;Sales;Utilities;East;107758;13085;Cash;TXN109187
20/8/2022;HR;Utilities;East;12460;37329;Cash;TXN109426
5/4/2021;IT;Utilities;East;12576;155926;Cash;TXN109479
25/1/2021;IT;Utilities;East;124265;75095;Cash;TXN109487
24/10/2023;Operations;Utilities;East;148080;39130;Cash;TXN109822
6/10/2021;Marketing;Utilities;East;40342;151936;Cash;TXN109845
19/5/2022;Operations;Utilities;East;99157;110142;Cash;TXN109942
10/12/2021;IT;Salaries;East;16857;153432;Cash;TXN100009
23/2/2022;HR;Salaries;East;39336;11827;Cash;TXN100080
16/10/2021;Operations;Salaries;East;22014;66889;Cash;TXN100081
27/11/2023;Finance;Salaries;East;50030;95768;Cash;TXN100191
9/6/2022;Marketing;Salaries;East;72475;37698;Cash;TXN100275
19/10/2022;Marketing;Salaries;East;75978;148532;Cash;TXN100319
1/2/2023;Finance;Salaries;East;92697;58261;Cash;TXN100359
11/4/2023;Finance;Salaries;East;132408;73777;Cash;TXN100648
28/10/2023;HR;Salaries;East;25095;90309;Cash;TXN100669
21/6/2022;Marketing;Salaries;East;10916;127591;Cash;TXN100684
21/4/2021;Sales;Salaries;East;135823;151241;Cash;TXN100690
31/3/2021;HR;Salaries;East;57740;8231;Cash;TXN100741
11/8/2022;Sales;Salaries;East;125194;131572;Cash;TXN100763
24/6/2023;Sales;Salaries;East;132656;37421;Cash;TXN100971
14/3/2021;Finance;Salaries;East;12632;25841;Cash;TXN101042
2/6/2023;HR;Salaries;East;57460;47128;Cash;TXN101083
12/5/2022;Sales;Salaries;East;98738;143470;Cash;TXN101105
12/1/2022;Operations;Salaries;East;56610;56068;Cash;TXN101128
29/12/2021;Operations;Salaries;East;126890;16701;Cash;TXN101216
17/1/2021;Operations;Salaries;East;34238;27088;Cash;TXN101237
29/1/2021;Finance;Salaries;East;28091;131579;Cash;TXN101278
12/3/2023;HR;Salaries;East;22167;72811;Cash;TXN101347
23/5/2021;Finance;Salaries;East;35063;125252;Cash;TXN101371
10/5/2022;Sales;Salaries;East;11775;139919;Cash;TXN101518
21/1/2023;HR;Salaries;East;13739;161003;Cash;TXN101617
6/10/2022;Finance;Salaries;East;18984;27938;Cash;TXN101623
8/4/2022;Finance;Salaries;East;134765;75698;Cash;TXN101995
4/12/2022;Sales;Salaries;East;17647;11515;Cash;TXN102005
23/1/2021;Operations;Salaries;East;90094;74171;Cash;TXN102007
11/6/2021;Marketing;Salaries;East;36745;18401;Cash;TXN102067
11/7/2023;IT;Salaries;East;101301;163977;Cash;TXN102112
20/7/2021;IT;Salaries;East;132285;15130;Cash;TXN102325
6/11/2023;Marketing;Salaries;East;141028;66617;Cash;TXN102394
21/11/2021;Finance;Salaries;East;12728;55369;Cash;TXN102757
21/5/2021;Marketing;Salaries;East;90286;88553;Cash;TXN102768
2/2/2022;Operations;Salaries;East;27854;146989;Cash;TXN102830
19/3/2021;HR;Salaries;East;47177;40938;Cash;TXN103129
11/4/2023;Marketing;Salaries;East;47123;165858;Cash;TXN103189
24/10/2023;Operations;Salaries;East;135158;79910;Cash;TXN103330
24/9/2021;Finance;Salaries;East;56733;22017;Cash;TXN103536
